Age,Attrition,DistanceFromHome,Education,EmployeeID,Gender,JobLevel,MonthlyIncome,NumCompaniesWorked,PercentSalaryHike,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,avg_hours_per_day,std_hours_per_day,days_absent,days_over_8h,avg_arrival_hour,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single
1.5413689168784945,0,-0.3939381836990763,-0.8916882501868245,1,-1.224744871391589,-0.9614863916702531,1.4051359227861628,-0.67846359583741,-1.1505541015749308,-0.9320143892374165,-1.322078986518628,2.483395993813116,-0.9810141559830953,-0.6791456840737199,-1.1559347102263289,0.25220049272708844,1.1563022799500973,-1.0853364387843123,-0.2441231756370663,-1.192031075494208,0.775065601492599,-0.761464209903974,0.06934835600763929,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.6486681098094882,1,0.09963874367159682,-1.8684257522543597,2,-1.224744871391589,-0.9614863916702531,-0.49166100123768053,-1.0794855041128393,2.1293060069870897,0.24198831185855807,-0.6788770437360288,0.15570708143992978,-0.32789331844000197,-0.3687152874355457,-0.0345197463373974,0.25220049272708844,-0.663898703301707,1.7577486191538032,0.013564363536768832,1.0039403104870714,0.048209822102410475,-0.34150083217856103,-0.6091465316967859,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
-0.5391662584750891,0,0.9633983665702748,1.0617867539482457,3,0.816496580927726,1.7496101475022634,2.7250533073538916,-0.67846359583741,-0.057267398720923963,2.5899937140505074,-0.8075174322925486,-0.6201892226844656,-0.32789331844000197,-0.6791456840737199,-0.3148734873096303,-0.6654597159581094,-0.663898703301707,-2.5068789677533703,-0.5130728174156713,0.8727523452599761,-1.0420738469828723,-0.761464209903974,1.3681207077637267,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
0.11784484953130571,0,-0.8875151110697495,2.038524256015781,4,0.816496580927726,0.8459113011114247,0.3863007877246271,0.12358022071344858,-1.1505541015749308,2.5899937140505074,0.2216056761596102,1.7074996896887207,0.16194730971731802,1.4938670923934996,0.24583399463483546,1.1698607014122862,1.1563022799500973,0.3362060901847455,-0.378424127003832,-1.1258115661912804,0.2299237669499576,-0.761464209903974,-0.9888964725659938,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
-0.5391662584750891,0,0.09963874367159682,-1.8684257522543597,5,0.816496580927726,-0.9614863916702531,-0.8841090709892251,0.5246021289888778,-0.8772324258614291,1.4159910129545328,-0.29295587806646917,-0.6201892226844656,-0.16461310905422863,-0.6791456840737199,-0.0345197463373974,1.1698607014122862,-1.573999194927609,0.3362060901847455,0.2278864055455321,0.07861895725135384,-1.5872156815255136,0.38843551482037114,-0.09397965085970418,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
0.9938596602064987,0,-0.14714972001373974,0.08504925188071055,6,-1.224744871391589,1.7496101475022634,-0.5167334821422188,0.12358022071344858,-0.6039107501479274,-0.9320143892374165,2.151211504507408,1.7074996896887207,-0.0013328996684553085,1.4938670923934996,0.8065414765793012,0.25220049272708844,-0.663898703301707,-1.0853364387843123,2.3098146979042538,0.4883862751682906,-0.13350412274513665,1.608329135832285,-0.6240414938457565,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
-0.9771736638126857,1,0.2230329755142651,-0.8916882501868245,7,0.816496580927726,-0.05778754527941421,-0.1465956708226787,-0.2774416875619807,1.3093409798465847,0.24198831185855807,-0.8075174322925486,-0.6201892226844656,-1.1442943653688686,-0.6791456840737199,-1.1559347102263289,-1.5831199246433072,0.24620178832419518,-2.5068789677533703,-0.5799874002539143,1.824749335673827,0.775065601492599,-0.7514650818628927,-1.9577482286796306,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True
-0.8676718124782865,0,1.0867925984129432,0.08504925188071055,8,0.816496580927726,-0.05778754527941421,-0.7139136709507913,-0.2774416875619807,1.855984331273588,2.5899937140505074,-0.16431548950994934,-0.6201892226844656,-1.1442943653688686,-0.6791456840737199,-1.1559347102263289,-1.5831199246433072,-0.663898703301707,0.3362060901847455,-0.7277037757069105,-1.5328945736899289,-1.2237877918304194,-0.761464209903974,0.1283123360422094,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
-0.6486681098094882,0,-1.0109093429124179,0.08504925188071055,9,0.816496580927726,0.8459113011114247,-0.947427709205771,-1.0794855041128393,1.5826626555600865,-0.9320143892374165,-0.16431548950994934,-0.6201892226844656,0.32522751910309133,1.4938670923934996,1.086895217551534,-0.6654597159581094,1.1563022799500973,0.3362060901847455,-0.34647024860734565,0.8106768416715847,1.1384934911876932,-0.7514650818628927,1.2161658548615921,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
-1.3056792178158831,0,-0.270543951856408,1.0617867539482457,10,-1.224744871391589,1.7496101475022634,1.4790784935893775,-0.67846359583741,-0.6039107501479274,0.24198831185855807,-0.6788770437360288,-0.6201892226844656,-0.16461310905422863,-0.3687152874355457,0.24583399463483546,-0.6654597159581094,-1.573999194927609,0.3362060901847455,-0.4631890898423834,-0.6623877271336369,0.4116377117975047,-0.761464209903974,-1.9253642237459556,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False
0.8843578088720997,0,0.9633983665702748,-0.8916882501868245,11,0.816496580927726,-0.05778754527941421,0.3161828326526132,-1.0794855041128393,-0.6039107501479274,1.4159910129545328,1.250728784611769,-0.6201892226844656,2.1213098223465976,0.5625759024789769,1.6476026994959998,0.25220049272708844,1.1563022799500973,0.3362060901847455,0.5243724598277186,0.6374768637193782,-0.8603599021353251,1.4583422152160663,-0.3203098381393857,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
-0.10115885313749257,0,2.320734916839626,-1.8684257522543597,12,0.816496580927726,-0.9614863916702531,-0.6641936664451814,-1.0794855041128393,-0.8772324258614291,1.4159910129545328,0.6075268418291697,-0.6201892226844656,1.3049087754177313,2.4251582823080224,1.9279564404682326,0.25220049272708844,1.1563022799500973,0.3362060901847455,-0.471497081447272,0.7402860242025361,-0.8603599021353251,-0.761464209903974,-0.1221211938378443,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
